filename,variable,group_id,mean,se,sd,n,error_type,plot_type
2629_Gent2009_invertebrate_abundance,Lady beetlesc,FU1_FUA0 _FUB0_TP1, 0.01,,na,6,se,table
2629_Gent2009_invertebrate_abundance,Stethorus spp.,FU1_FUA0 _FUB0_TP1,0.19, 0.04,na,6,se,table
2629_Gent2009_invertebrate_abundance,P. humuli,FU1_FUA0 _FUB0_TP1,13.96, 2.05,na,6,se,table
2629_Gent2009_invertebrate_abundance,Phytoseiidae,FU1_FUA0 _FUB0_TP1,0.7, 0.21,na,6,se,table
2629_Gent2009_invertebrate_abundance,T. urticae,FU1_FUA0 _FUB0_TP1,56, 8.94,na,6,se,table
2629_Gent2009_invertebrate_abundance,Macropredators,FU1_FUA0 _FUB0_TP1,0.54, 0.06,na,6,se,table
2629_Gent2009_invertebrate_abundance,O. tristicolor,FU1_FUA0 _FUB0_TP2,0.14, 0.02,na,6,se,table
2629_Gent2009_invertebrate_abundance,Lady beetlesc,FU1_FUA0 _FUB0_TP2,0.01, 0.00,na,6,se,table
2629_Gent2009_invertebrate_abundance,Stethorus spp.,FU1_FUA0 _FUB0_TP2,0.21, 0.03,na,6,se,table
2629_Gent2009_invertebrate_abundance,P. humuli,FU1_FUA0 _FUB0_TP2,8.8, 1.37,na,6,se,table
2629_Gent2009_invertebrate_abundance,Phytoseiidae,FU1_FUA0 _FUB0_TP2,1.74, 0.19,na,6,se,table
2629_Gent2009_invertebrate_abundance,T. urticae,FU1_FUA0 _FUB0_TP2,42.94, 4.55,na,6,se,table
2629_Gent2009_invertebrate_abundance,Macropredators,FU1_FUA0 _FUB0_TP2,0.43, 0.04,na,6,se,table
2733_Campbell2008_beetle_abundance, Buprestidae,FI1_PD1_TP1,1.3,0.3,na,3,se,table
2733_Campbell2008_beetle_abundance, Cerambycidae,FI1_PD1_TP1,31.3,1.2,na,3,se,table
2733_Campbell2008_beetle_abundance,A. nodosus,FI1_PD1_TP1,1.7,1.7,na,3,se,table
2733_Campbell2008_beetle_abundance,X. sagittatus,FI1_PD1_TP1,12.3,3.7,na,3,se,table
2733_Campbell2008_beetle_abundance, Cleridae,FI1_PD1_TP1,1.7,0.3,na,3,se,table
2733_Campbell2008_beetle_abundance, Colydidae,FI1_PD1_TP1,223.3,85.8,na,3,se,table
2733_Campbell2008_beetle_abundance, Curculionidae,FI1_PD1_TP1,157,45.7,na,3,se,table
2733_Campbell2008_beetle_abundance,H. pales,FI1_PD1_TP1,139.7,45.3,na,3,se,table
2733_Campbell2008_beetle_abundance,P. picivorus,FI1_PD1_TP1,14.3,2.7,na,3,se,table
2733_Campbell2008_beetle_abundance,  Scolytinae,FI1_PD1_TP1,808.3,236.7,na,3,se,table
2733_Campbell2008_beetle_abundance,D. terebrans,FI1_PD1_TP1,263,73.1,na,3,se,table
2733_Campbell2008_beetle_abundance,H. tenuis,FI1_PD1_TP1,62.7,11.1,na,3,se,table
2733_Campbell2008_beetle_abundance,H. salebrosus,FI1_PD1_TP1,194,54.9,na,3,se,table
2733_Campbell2008_beetle_abundance,I. grandicollis,FI1_PD1_TP1,22.3,8.4,na,3,se,table
2733_Campbell2008_beetle_abundance,X. saxeseni,FI1_PD1_TP1,204,113.7,na,3,se,table
2733_Campbell2008_beetle_abundance,Xyleborus sp. 3,FI1_PD1_TP1,5,4.5,na,3,se,table
2733_Campbell2008_beetle_abundance,X. crassiusculus,FI1_PD1_TP1,30,14.6,na,3,se,table
2733_Campbell2008_beetle_abundance, Elateridae,FI1_PD1_TP1,2.3,0.3,na,3,se,table
2733_Campbell2008_beetle_abundance, Trogositidae,FI1_PD1_TP1,9.3,3.5,na,3,se,table
2733_Campbell2008_beetle_abundance,T. virescens,FI1_PD1_TP1,5,1.5,na,3,se,table
2733_Campbell2008_beetle_abundance, Buprestidae,FI0_PD1_TP1,1.3,0.3,na,3,se,table
2733_Campbell2008_beetle_abundance, Cerambycidae,FI0_PD1_TP1,25.7,10.7,na,3,se,table
2733_Campbell2008_beetle_abundance,A. nodosus,FI0_PD1_TP1,0.7,0.3,na,3,se,table
2733_Campbell2008_beetle_abundance,X. sagittatus,FI0_PD1_TP1,13.7,6.6,na,3,se,table
2733_Campbell2008_beetle_abundance, Cleridae,FI0_PD1_TP1,0.3,0.3,na,3,se,table
2733_Campbell2008_beetle_abundance, Colydidae,FI0_PD1_TP1,608.3,259.2,na,3,se,table
2733_Campbell2008_beetle_abundance, Curculionidae,FI0_PD1_TP1,141.3,34.9,na,3,se,table
2733_Campbell2008_beetle_abundance,H. pales,FI0_PD1_TP1,127,31.1,na,3,se,table
2733_Campbell2008_beetle_abundance,P. picivorus,FI0_PD1_TP1,10,1.7,na,3,se,table
2733_Campbell2008_beetle_abundance,  Scolytinae,FI0_PD1_TP1,581.3,36.4,na,3,se,table
2733_Campbell2008_beetle_abundance,D. terebrans,FI0_PD1_TP1,151,18.9,na,3,se,table
2733_Campbell2008_beetle_abundance,H. tenuis,FI0_PD1_TP1,52,14.2,na,3,se,table
2733_Campbell2008_beetle_abundance,H. salebrosus,FI0_PD1_TP1,237.3,40.5,na,3,se,table
2733_Campbell2008_beetle_abundance,I. grandicollis,FI0_PD1_TP1,8.7,1.9,na,3,se,table
2733_Campbell2008_beetle_abundance,X. saxeseni,FI0_PD1_TP1,82.3,25.6,na,3,se,table
2733_Campbell2008_beetle_abundance,Xyleborus sp. 3,FI0_PD1_TP1,0.3,0.3,na,3,se,table
2733_Campbell2008_beetle_abundance,X. crassiusculus,FI0_PD1_TP1,13.7,1.7,na,3,se,table
2733_Campbell2008_beetle_abundance, Elateridae,FI0_PD1_TP1,4.7,0.9,na,3,se,table
2733_Campbell2008_beetle_abundance, Trogositidae,FI0_PD1_TP1,5,2,na,3,se,table
2733_Campbell2008_beetle_abundance,T. virescens,FI0_PD1_TP1,3,1.5,na,3,se,table
2733_Campbell2008_beetle_abundance, Buprestidae,FI1_PD0_TP1,0.7,0.7,na,3,se,table
2733_Campbell2008_beetle_abundance, Cerambycidae,FI1_PD0_TP1,34.3,5.4,na,3,se,table
2733_Campbell2008_beetle_abundance,A. nodosus,FI1_PD0_TP1,3,2.5,na,3,se,table
2733_Campbell2008_beetle_abundance,X. sagittatus,FI1_PD0_TP1,23.3,7.3,na,3,se,table
2733_Campbell2008_beetle_abundance, Cleridae,FI1_PD0_TP1,1.3,0.9,na,3,se,table
2733_Campbell2008_beetle_abundance, Colydidae,FI1_PD0_TP1,627.7,276.1,na,3,se,table
2733_Campbell2008_beetle_abundance, Curculionidae,FI1_PD0_TP1,159.7,22,na,3,se,table
2733_Campbell2008_beetle_abundance,H. pales,FI1_PD0_TP1,148,19.1,na,3,se,table
2733_Campbell2008_beetle_abundance,P. picivorus,FI1_PD0_TP1,6,0.6,na,3,se,table
2733_Campbell2008_beetle_abundance,  Scolytinae,FI1_PD0_TP1,496.7,116.7,na,3,se,table
2733_Campbell2008_beetle_abundance,D. terebrans,FI1_PD0_TP1,150.7,40.7,na,3,se,table
2733_Campbell2008_beetle_abundance,H. tenuis,FI1_PD0_TP1,34.3,7.2,na,3,se,table
2733_Campbell2008_beetle_abundance,H. salebrosus,FI1_PD0_TP1,119.7,38.4,na,3,se,table
2733_Campbell2008_beetle_abundance,I. grandicollis,FI1_PD0_TP1,16,4.2,na,3,se,table
2733_Campbell2008_beetle_abundance,X. saxeseni,FI1_PD0_TP1,102.7,8.2,na,3,se,table
2733_Campbell2008_beetle_abundance,Xyleborus sp. 3,FI1_PD0_TP1,2,1.2,na,3,se,table
2733_Campbell2008_beetle_abundance,X. crassiusculus,FI1_PD0_TP1,28.7,13.3,na,3,se,table
2733_Campbell2008_beetle_abundance, Elateridae,FI1_PD0_TP1,2.7,0.9,na,3,se,table
2733_Campbell2008_beetle_abundance, Trogositidae,FI1_PD0_TP1,9,2.5,na,3,se,table
2733_Campbell2008_beetle_abundance,T. virescens,FI1_PD0_TP1,1.7,0.7,na,3,se,table
2733_Campbell2008_beetle_abundance, Buprestidae,FI0_PD0_TP1,0,0,na,3,se,table
2733_Campbell2008_beetle_abundance, Cerambycidae,FI0_PD0_TP1,33,10.1,na,3,se,table
2733_Campbell2008_beetle_abundance,A. nodosus,FI0_PD0_TP1,0,0,na,3,se,table
2733_Campbell2008_beetle_abundance,X. sagittatus,FI0_PD0_TP1,27.7,7.8,na,3,se,table
2733_Campbell2008_beetle_abundance, Cleridae,FI0_PD0_TP1,0.3,0.3,na,3,se,table
2733_Campbell2008_beetle_abundance, Colydidae,FI0_PD0_TP1,514,73.1,na,3,se,table
2733_Campbell2008_beetle_abundance, Curculionidae,FI0_PD0_TP1,174.7,37,na,3,se,table
2733_Campbell2008_beetle_abundance,H. pales,FI0_PD0_TP1,167.3,36.7,na,3,se,table
2733_Campbell2008_beetle_abundance,P. picivorus,FI0_PD0_TP1,4,1.2,na,3,se,table
2733_Campbell2008_beetle_abundance,  Scolytinae,FI0_PD0_TP1,271,36.4,na,3,se,table
2733_Campbell2008_beetle_abundance,D. terebrans,FI0_PD0_TP1,51.3,10.7,na,3,se,table
2733_Campbell2008_beetle_abundance,H. tenuis,FI0_PD0_TP1,30.7,7.3,na,3,se,table
2733_Campbell2008_beetle_abundance,H. salebrosus,FI0_PD0_TP1,94,22.5,na,3,se,table
2733_Campbell2008_beetle_abundance,I. grandicollis,FI0_PD0_TP1,13.3,6.1,na,3,se,table
2733_Campbell2008_beetle_abundance,X. saxeseni,FI0_PD0_TP1,40,11.1,na,3,se,table
2733_Campbell2008_beetle_abundance,Xyleborus sp. 3,FI0_PD0_TP1,2.3,0.3,na,3,se,table
2733_Campbell2008_beetle_abundance,X. crassiusculus,FI0_PD0_TP1,18.3,5.8,na,3,se,table
2733_Campbell2008_beetle_abundance, Elateridae,FI0_PD0_TP1,1.7,0.7,na,3,se,table
2733_Campbell2008_beetle_abundance, Trogositidae,FI0_PD0_TP1,2.3,0.3,na,3,se,table
2733_Campbell2008_beetle_abundance,T. virescens,FI0_PD0_TP1,0.3,0.3,na,3,se,table
2733_Campbell2008_beetle_abundance, Buprestidae,FI1_PD1_TP2,6.7,2.3,na,3,se,table
2733_Campbell2008_beetle_abundance, Cerambycidae,FI1_PD1_TP2,67,20.4,na,3,se,table
2733_Campbell2008_beetle_abundance,A. nodosus,FI1_PD1_TP2,11.7,5.8,na,3,se,table
2733_Campbell2008_beetle_abundance,X. sagittatus,FI1_PD1_TP2,5,2.6,na,3,se,table
2733_Campbell2008_beetle_abundance, Cleridae,FI1_PD1_TP2,2,0.6,na,3,se,table
2733_Campbell2008_beetle_abundance, Colydidae,FI1_PD1_TP2,110.3,12.4,na,3,se,table
2733_Campbell2008_beetle_abundance, Curculionidae,FI1_PD1_TP2,57.3,0.7,na,3,se,table
2733_Campbell2008_beetle_abundance,H. pales,FI1_PD1_TP2,29.3,13,na,3,se,table
2733_Campbell2008_beetle_abundance,P. picivorus,FI1_PD1_TP2,24,12.1,na,3,se,table
2733_Campbell2008_beetle_abundance,  Scolytinae,FI1_PD1_TP2,1860,236.7,na,3,se,table
2733_Campbell2008_beetle_abundance,D. terebrans,FI1_PD1_TP2,120.7,32.2,na,3,se,table
2733_Campbell2008_beetle_abundance,H. tenuis,FI1_PD1_TP2,68.7,19.8,na,3,se,table
2733_Campbell2008_beetle_abundance,H. salebrosus,FI1_PD1_TP2,298,90.4,na,3,se,table
2733_Campbell2008_beetle_abundance,I. grandicollis,FI1_PD1_TP2,95.7,21.2,na,3,se,table
2733_Campbell2008_beetle_abundance,X. saxeseni,FI1_PD1_TP2,479.3,82.6,na,3,se,table
2733_Campbell2008_beetle_abundance,Xyleborus sp. 3,FI1_PD1_TP2,54.3,17.3,na,3,se,table
2733_Campbell2008_beetle_abundance,X. crassiusculus,FI1_PD1_TP2,705.3,245,na,3,se,table
2733_Campbell2008_beetle_abundance, Elateridae,FI1_PD1_TP2,37.7,5.7,na,3,se,table
2733_Campbell2008_beetle_abundance, Trogositidae,FI1_PD1_TP2,76.7,13.7,na,3,se,table
2733_Campbell2008_beetle_abundance,T. virescens,FI1_PD1_TP2,61.3,9.8,na,3,se,table
2733_Campbell2008_beetle_abundance, Buprestidae,FI0_PD1_TP2,2.7,2.2,na,3,se,table
2733_Campbell2008_beetle_abundance, Cerambycidae,FI0_PD1_TP2,52,20.6,na,3,se,table
2733_Campbell2008_beetle_abundance,A. nodosus,FI0_PD1_TP2,8,2.3,na,3,se,table
2733_Campbell2008_beetle_abundance,X. sagittatus,FI0_PD1_TP2,6,4,na,3,se,table
2733_Campbell2008_beetle_abundance, Cleridae,FI0_PD1_TP2,2,1.5,na,3,se,table
2733_Campbell2008_beetle_abundance, Colydidae,FI0_PD1_TP2,104,28,na,3,se,table
2733_Campbell2008_beetle_abundance, Curculionidae,FI0_PD1_TP2,95.3,2.2,na,3,se,table
2733_Campbell2008_beetle_abundance,H. pales,FI0_PD1_TP2,35.3,12.1,na,3,se,table
2733_Campbell2008_beetle_abundance,P. picivorus,FI0_PD1_TP2,55,9.8,na,3,se,table
2733_Campbell2008_beetle_abundance,  Scolytinae,FI0_PD1_TP2,1767,59.9,na,3,se,table
2733_Campbell2008_beetle_abundance,D. terebrans,FI0_PD1_TP2,84.7,19.6,na,3,se,table
2733_Campbell2008_beetle_abundance,H. tenuis,FI0_PD1_TP2,87.7,21.1,na,3,se,table
2733_Campbell2008_beetle_abundance,H. salebrosus,FI0_PD1_TP2,373.3,114.7,na,3,se,table
2733_Campbell2008_beetle_abundance,I. grandicollis,FI0_PD1_TP2,73.7,12.9,na,3,se,table
2733_Campbell2008_beetle_abundance,X. saxeseni,FI0_PD1_TP2,371.7,28.7,na,3,se,table
2733_Campbell2008_beetle_abundance,Xyleborus sp. 3,FI0_PD1_TP2,42,5.3,na,3,se,table
2733_Campbell2008_beetle_abundance,X. crassiusculus,FI0_PD1_TP2,684.7,137.4,na,3,se,table
2733_Campbell2008_beetle_abundance, Elateridae,FI0_PD1_TP2,62.7,16.8,na,3,se,table
2733_Campbell2008_beetle_abundance, Trogositidae,FI0_PD1_TP2,39,6.5,na,3,se,table
2733_Campbell2008_beetle_abundance,T. virescens,FI0_PD1_TP2,29.7,4.7,na,3,se,table
2733_Campbell2008_beetle_abundance, Buprestidae,FI1_PD0_TP2,1.7,0.9,na,3,se,table
2733_Campbell2008_beetle_abundance, Cerambycidae,FI1_PD0_TP2,36.3,11.9,na,3,se,table
2733_Campbell2008_beetle_abundance,A. nodosus,FI1_PD0_TP2,3.7,0.9,na,3,se,table
2733_Campbell2008_beetle_abundance,X. sagittatus,FI1_PD0_TP2,4,1.5,na,3,se,table
2733_Campbell2008_beetle_abundance, Cleridae,FI1_PD0_TP2,4,1,na,3,se,table
2733_Campbell2008_beetle_abundance, Colydidae,FI1_PD0_TP2,164.7,22.5,na,3,se,table
2733_Campbell2008_beetle_abundance, Curculionidae,FI1_PD0_TP2,67.3,3.8,na,3,se,table
2733_Campbell2008_beetle_abundance,H. pales,FI1_PD0_TP2,34.7,6.4,na,3,se,table
2733_Campbell2008_beetle_abundance,P. picivorus,FI1_PD0_TP2,30,5.3,na,3,se,table
2733_Campbell2008_beetle_abundance,  Scolytinae,FI1_PD0_TP2,1910.7,66.1,na,3,se,table
2733_Campbell2008_beetle_abundance,D. terebrans,FI1_PD0_TP2,87.7,22.5,na,3,se,table
2733_Campbell2008_beetle_abundance,H. tenuis,FI1_PD0_TP2,109,34.9,na,3,se,table
2733_Campbell2008_beetle_abundance,H. salebrosus,FI1_PD0_TP2,287.3,68.6,na,3,se,table
2733_Campbell2008_beetle_abundance,I. grandicollis,FI1_PD0_TP2,156.7,65.9,na,3,se,table
2733_Campbell2008_beetle_abundance,X. saxeseni,FI1_PD0_TP2,217.3,15.2,na,3,se,table
2733_Campbell2008_beetle_abundance,Xyleborus sp. 3,FI1_PD0_TP2,21.3,4.4,na,3,se,table
2733_Campbell2008_beetle_abundance,X. crassiusculus,FI1_PD0_TP2,996,190.7,na,3,se,table
2733_Campbell2008_beetle_abundance, Elateridae,FI1_PD0_TP2,49.3,7.1,na,3,se,table
2733_Campbell2008_beetle_abundance, Trogositidae,FI1_PD0_TP2,20.3,2.6,na,3,se,table
2733_Campbell2008_beetle_abundance,T. virescens,FI1_PD0_TP2,13.3,2.4,na,3,se,table
2733_Campbell2008_beetle_abundance, Buprestidae,FI0_PD0_TP2,0.7,0.3,na,3,se,table
2733_Campbell2008_beetle_abundance, Cerambycidae,FI0_PD0_TP2,22.7,8.7,na,3,se,table
2733_Campbell2008_beetle_abundance,A. nodosus,FI0_PD0_TP2,2.3,1.2,na,3,se,table
2733_Campbell2008_beetle_abundance,X. sagittatus,FI0_PD0_TP2,2.7,1.2,na,3,se,table
2733_Campbell2008_beetle_abundance, Cleridae,FI0_PD0_TP2,2.3,1.9,na,3,se,table
2733_Campbell2008_beetle_abundance, Colydidae,FI0_PD0_TP2,110.7,30.4,na,3,se,table
2733_Campbell2008_beetle_abundance, Curculionidae,FI0_PD0_TP2,72.7,4.3,na,3,se,table
2733_Campbell2008_beetle_abundance,H. pales,FI0_PD0_TP2,32.7,7,na,3,se,table
2733_Campbell2008_beetle_abundance,P. picivorus,FI0_PD0_TP2,37.7,2.4,na,3,se,table
2733_Campbell2008_beetle_abundance,  Scolytinae,FI0_PD0_TP2,1357,208.5,na,3,se,table
2733_Campbell2008_beetle_abundance,D. terebrans,FI0_PD0_TP2,35.7,10.2,na,3,se,table
2733_Campbell2008_beetle_abundance,H. tenuis,FI0_PD0_TP2,145.7,47.7,na,3,se,table
2733_Campbell2008_beetle_abundance,H. salebrosus,FI0_PD0_TP2,298,27.5,na,3,se,table
2733_Campbell2008_beetle_abundance,I. grandicollis,FI0_PD0_TP2,88,19.6,na,3,se,table
2733_Campbell2008_beetle_abundance,X. saxeseni,FI0_PD0_TP2,232,15.6,na,3,se,table
2733_Campbell2008_beetle_abundance,Xyleborus sp. 3,FI0_PD0_TP2,18.7,2.8,na,3,se,table
2733_Campbell2008_beetle_abundance,X. crassiusculus,FI0_PD0_TP2,501.7,186.7,na,3,se,table
2733_Campbell2008_beetle_abundance, Elateridae,FI0_PD0_TP2,33,6.8,na,3,se,table
2733_Campbell2008_beetle_abundance, Trogositidae,FI0_PD0_TP2,17.3,8.4,na,3,se,table
2733_Campbell2008_beetle_abundance,T. virescens,FI0_PD0_TP2,14,7.9,na,3,se,table
2733_Campbell2008_beetle_abundance, Buprestidae,FI1_PD1_TP3,0.3,0.3,na,3,se,table
2733_Campbell2008_beetle_abundance, Cerambycidae,FI1_PD1_TP3,28,7.6,na,3,se,table
2733_Campbell2008_beetle_abundance,A. nodosus,FI1_PD1_TP3,0,0,na,3,se,table
2733_Campbell2008_beetle_abundance,X. sagittatus,FI1_PD1_TP3,25,7.8,na,3,se,table
2733_Campbell2008_beetle_abundance, Cleridae,FI1_PD1_TP3,2,0,na,3,se,table
2733_Campbell2008_beetle_abundance, Colydidae,FI1_PD1_TP3,125.3,47.1,na,3,se,table
2733_Campbell2008_beetle_abundance, Curculionidae,FI1_PD1_TP3,26.7,12.3,na,3,se,table
2733_Campbell2008_beetle_abundance,H. pales,FI1_PD1_TP3,23.3,11.7,na,3,se,table
2733_Campbell2008_beetle_abundance,P. picivorus,FI1_PD1_TP3,3,0.6,na,3,se,table
2733_Campbell2008_beetle_abundance,  Scolytinae,FI1_PD1_TP3,361.7,55.8,na,3,se,table
2733_Campbell2008_beetle_abundance,D. terebrans,FI1_PD1_TP3,88,30.1,na,3,se,table
2733_Campbell2008_beetle_abundance,H. tenuis,FI1_PD1_TP3,14,4.2,na,3,se,table
2733_Campbell2008_beetle_abundance,H. salebrosus,FI1_PD1_TP3,47,13.1,na,3,se,table
2733_Campbell2008_beetle_abundance,I. grandicollis,FI1_PD1_TP3,1.3,0.7,na,3,se,table
2733_Campbell2008_beetle_abundance,X. saxeseni,FI1_PD1_TP3,74.7,20.7,na,3,se,table
2733_Campbell2008_beetle_abundance,Xyleborus sp. 3,FI1_PD1_TP3,87.3,41.1,na,3,se,table
2733_Campbell2008_beetle_abundance,X. crassiusculus,FI1_PD1_TP3,27.7,7.4,na,3,se,table
2733_Campbell2008_beetle_abundance, Elateridae,FI1_PD1_TP3,1,0.6,na,3,se,table
2733_Campbell2008_beetle_abundance, Trogositidae,FI1_PD1_TP3,1.3,0.7,na,3,se,table
2733_Campbell2008_beetle_abundance,T. virescens,FI1_PD1_TP3,1,0.6,na,3,se,table
2733_Campbell2008_beetle_abundance, Buprestidae,FI0_PD1_TP3,0.3,0.3,na,3,se,table
2733_Campbell2008_beetle_abundance, Cerambycidae,FI0_PD1_TP3,14,4.6,na,3,se,table
2733_Campbell2008_beetle_abundance,A. nodosus,FI0_PD1_TP3,0.7,0.7,na,3,se,table
2733_Campbell2008_beetle_abundance,X. sagittatus,FI0_PD1_TP3,9.3,5.6,na,3,se,table
2733_Campbell2008_beetle_abundance, Cleridae,FI0_PD1_TP3,2.6,2.6,na,3,se,table
2733_Campbell2008_beetle_abundance, Colydidae,FI0_PD1_TP3,105.3,26,na,3,se,table
2733_Campbell2008_beetle_abundance, Curculionidae,FI0_PD1_TP3,62.7,7.7,na,3,se,table
2733_Campbell2008_beetle_abundance,H. pales,FI0_PD1_TP3,58.7,8.5,na,3,se,table
2733_Campbell2008_beetle_abundance,P. picivorus,FI0_PD1_TP3,1.7,0.9,na,3,se,table
2733_Campbell2008_beetle_abundance,  Scolytinae,FI0_PD1_TP3,371,64.6,na,3,se,table
2733_Campbell2008_beetle_abundance,D. terebrans,FI0_PD1_TP3,124.3,60,na,3,se,table
2733_Campbell2008_beetle_abundance,H. tenuis,FI0_PD1_TP3,15,7.5,na,3,se,table
2733_Campbell2008_beetle_abundance,H. salebrosus,FI0_PD1_TP3,59.7,19.8,na,3,se,table
2733_Campbell2008_beetle_abundance,I. grandicollis,FI0_PD1_TP3,0.3,0.3,na,3,se,table
2733_Campbell2008_beetle_abundance,X. saxeseni,FI0_PD1_TP3,42.3,22.2,na,3,se,table
2733_Campbell2008_beetle_abundance,Xyleborus sp. 3,FI0_PD1_TP3,90.7,14.3,na,3,se,table
2733_Campbell2008_beetle_abundance,X. crassiusculus,FI0_PD1_TP3,27,11.5,na,3,se,table
2733_Campbell2008_beetle_abundance, Elateridae,FI0_PD1_TP3,2,1.5,na,3,se,table
2733_Campbell2008_beetle_abundance, Trogositidae,FI0_PD1_TP3,0.7,0.3,na,3,se,table
2733_Campbell2008_beetle_abundance,T. virescens,FI0_PD1_TP3,0.3,0.3,na,3,se,table
2733_Campbell2008_beetle_abundance, Buprestidae,FI1_PD0_TP3,0,0,na,3,se,table
2733_Campbell2008_beetle_abundance, Cerambycidae,FI1_PD0_TP3,8.7,3.7,na,3,se,table
2733_Campbell2008_beetle_abundance,A. nodosus,FI1_PD0_TP3,0.7,0.7,na,3,se,table
2733_Campbell2008_beetle_abundance,X. sagittatus,FI1_PD0_TP3,6.7,2.7,na,3,se,table
2733_Campbell2008_beetle_abundance, Cleridae,FI1_PD0_TP3,4,1,na,3,se,table
2733_Campbell2008_beetle_abundance, Colydidae,FI1_PD0_TP3,157,54,na,3,se,table
2733_Campbell2008_beetle_abundance, Curculionidae,FI1_PD0_TP3,78,31.8,na,3,se,table
2733_Campbell2008_beetle_abundance,H. pales,FI1_PD0_TP3,74.3,31.7,na,3,se,table
2733_Campbell2008_beetle_abundance,P. picivorus,FI1_PD0_TP3,2.3,0.7,na,3,se,table
2733_Campbell2008_beetle_abundance,  Scolytinae,FI1_PD0_TP3,222.7,41,na,3,se,table
2733_Campbell2008_beetle_abundance,D. terebrans,FI1_PD0_TP3,54.3,19.6,na,3,se,table
2733_Campbell2008_beetle_abundance,H. tenuis,FI1_PD0_TP3,11.3,1.2,na,3,se,table
2733_Campbell2008_beetle_abundance,H. salebrosus,FI1_PD0_TP3,53,7,na,3,se,table
2733_Campbell2008_beetle_abundance,I. grandicollis,FI1_PD0_TP3,1.3,0.9,na,3,se,table
2733_Campbell2008_beetle_abundance,X. saxeseni,FI1_PD0_TP3,31.7,11.9,na,3,se,table
2733_Campbell2008_beetle_abundance,Xyleborus sp. 3,FI1_PD0_TP3,46.7,14.9,na,3,se,table
2733_Campbell2008_beetle_abundance,X. crassiusculus,FI1_PD0_TP3,13.3,5.8,na,3,se,table
2733_Campbell2008_beetle_abundance, Elateridae,FI1_PD0_TP3,0.7,0.3,na,3,se,table
2733_Campbell2008_beetle_abundance, Trogositidae,FI1_PD0_TP3,0.7,0.3,na,3,se,table
2733_Campbell2008_beetle_abundance,T. virescens,FI1_PD0_TP3,0.3,0.3,na,3,se,table
2733_Campbell2008_beetle_abundance, Buprestidae,FI0_PD0_TP3,0,0,na,3,se,table
2733_Campbell2008_beetle_abundance, Cerambycidae,FI0_PD0_TP3,10.3,5.3,na,3,se,table
2733_Campbell2008_beetle_abundance,A. nodosus,FI0_PD0_TP3,0,0,na,3,se,table
2733_Campbell2008_beetle_abundance,X. sagittatus,FI0_PD0_TP3,9.7,5.2,na,3,se,table
2733_Campbell2008_beetle_abundance, Cleridae,FI0_PD0_TP3,2.3,1.9,na,3,se,table
2733_Campbell2008_beetle_abundance, Colydidae,FI0_PD0_TP3,80.7,32,na,3,se,table
2733_Campbell2008_beetle_abundance, Curculionidae,FI0_PD0_TP3,59.7,7.2,na,3,se,table
2733_Campbell2008_beetle_abundance,H. pales,FI0_PD0_TP3,57,8,na,3,se,table
2733_Campbell2008_beetle_abundance,P. picivorus,FI0_PD0_TP3,1.7,0.7,na,3,se,table
2733_Campbell2008_beetle_abundance,  Scolytinae,FI0_PD0_TP3,154.3,37.6,na,3,se,table
2733_Campbell2008_beetle_abundance,D. terebrans,FI0_PD0_TP3,34,15,na,3,se,table
2733_Campbell2008_beetle_abundance,H. tenuis,FI0_PD0_TP3,9.7,2.2,na,3,se,table
2733_Campbell2008_beetle_abundance,H. salebrosus,FI0_PD0_TP3,22.3,5.8,na,3,se,table
2733_Campbell2008_beetle_abundance,I. grandicollis,FI0_PD0_TP3,2,0.6,na,3,se,table
2733_Campbell2008_beetle_abundance,X. saxeseni,FI0_PD0_TP3,41.7,6.4,na,3,se,table
2733_Campbell2008_beetle_abundance,Xyleborus sp. 3,FI0_PD0_TP3,22,12.2,na,3,se,table
2733_Campbell2008_beetle_abundance,X. crassiusculus,FI0_PD0_TP3,12.7,2,na,3,se,table
2733_Campbell2008_beetle_abundance, Elateridae,FI0_PD0_TP3,0.3,0.3,na,3,se,table
2733_Campbell2008_beetle_abundance, Trogositidae,FI0_PD0_TP3,1.7,1.2,na,3,se,table
2733_Campbell2008_beetle_abundance,T. virescens,FI0_PD0_TP3,1,1,na,3,se,table
2733_Campbell2008_beetle_abundance, Buprestidae,FI1_PD1_TP4,3.3,1.3,na,3,se,table
2733_Campbell2008_beetle_abundance, Cerambycidae,FI1_PD1_TP4,32.3,5.4,na,3,se,table
2733_Campbell2008_beetle_abundance,A. nodosus,FI1_PD1_TP4,1,0.6,na,3,se,table
2733_Campbell2008_beetle_abundance,X. sagittatus,FI1_PD1_TP4,14.3,6.2,na,3,se,table
2733_Campbell2008_beetle_abundance, Cleridae,FI1_PD1_TP4,0.3,0.3,na,3,se,table
2733_Campbell2008_beetle_abundance, Colydidae,FI1_PD1_TP4,43.3,18.4,na,3,se,table
2733_Campbell2008_beetle_abundance, Curculionidae,FI1_PD1_TP4,52,4.5,na,3,se,table
2733_Campbell2008_beetle_abundance,H. pales,FI1_PD1_TP4,6,0.6,na,3,se,table
2733_Campbell2008_beetle_abundance,P. picivorus,FI1_PD1_TP4,41.7,5.4,na,3,se,table
2733_Campbell2008_beetle_abundance,  Scolytinae,FI1_PD1_TP4,26.7,8.4,na,3,se,table
