Time ,Month ,Plot,Diversity ,Nutrients,Sediment,Treatment ,Fuc_Ves,Fuc_Ser,Cho_Cri,Osm_sp,Cla_Rup,Rhizo_rip,Porphyra,Ulva_Lac,Ulva_Int,Dic_Dic,Ecto,Cerem,Poly_Fuc,Dum_cort,Lom_Art,Pal_Pal,Gel_cri,cor_ofi,clad_sp ,conp_tho,clad_spong,Byopsis_sp,chylo_vert,Cha_Lin,Gre_Fil,Lam_Juv,Cer_Ech,Cer_Spiky ,Leath_Dif ,Fuc_Juv,Bro_Flu,Mas_Stel,Osm_Hyb,Lith,Hilden
1,September'15,41,D,N0,S0,D_N0_S0,1.5625,0,10.9375,35.9375,10.9375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8125,1.5625
1,September'15,42,C,N1,S0,C_N1_S0,82.8125,0,14.0625,60.9375,0,0,0,0,0,0,0,4.6875,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.125,0
1,September'15,44,B,N1,S0,B_N1_S0,1,0,0,6.25,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0
1,September'15,45,B,N1,S1,B_N1_S1,4.6875,0,0,10.9375,0,7.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6875,0
1,September'15,46,C,N0,S1,C_N0_S1,0,0,4.6875,11.9375,0,3.125,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1875,0
1,September'15,47,A,N1,S1,A_N1_S1,18.75,0,0,10.375,0,12.5,0,10.9375,0,0,3.125,1,0,0,0,9.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.375,0
1,September'15,48,D,N1,S0,D_N1_S0,4.6875,0,18.75,7.8125,1,23.4375,0,0,0,4.6875,0,0,0,0,0,0,0,6.25,0,0,1.5625,1.5625,0,0,0,0,0,0,0,0,0,0,0,21.875,1
1,September'15,49,B,N0,S1,B_N0_S1,70.3125,0,37.5,46.875,1.5625,4.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,21.875,0
1,September'15,50,A,N0,S0,A_N0_S0,28.125,4.6875,7.8125,15.625,0,0,6.25,14.0625,7.8125,0,6.25,3.125,0,0,0,0,0,1.5625,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,18.75,1
1,September'15,52,D,N0,S0,D_N0_S0,9.375,0,4.6875,42.1875,0,20.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.375,7.8125
1,September'15,53,A,N0,S0,A_N0_S0,10.9375,9.375,14.0625,18.75,0,0,0,20.3125,6.25,0,0,3.125,0,0,0,0,0,1,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,9.375,1
1,September'15,54,D,N0,S1,D_N0_S1,18.75,0,0,10.9375,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.25
1,September'15,56,D,N1,S0,D_N1_S0,15.625,0,6.25,45.3125,0,23.4375,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,6.25
1,September'15,57,D,N1,S1,D_N1_S1,0,0,15.625,3.125,0,0,0,0,0,1,0,1.5625,1.5625,0,0,0,0,10.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.375,0
1,September'15,58,D,N0,S0,D_N0_S0,45.3125,9.375,32.8125,9.375,3.125,10.9375,0,0,0,0,0,0,0,0,0,0,37.5,0,3.125,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,14.0625,3.125
1,September'15,59,C,N0,S0,C_N0_S0,0,0,42.1875,25,1.5625,7.8125,0,0,0,0,0,4.6875,0,0,0,0,0,4.6875,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,18.75,0
1,September'15,60,C,N0,S1,C_N0_S1,26.5625,0,14.0625,17.1875,0,14.0625,0,0,0,0,0,1.5625,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.4375,3.125
1,September'15,62,D,N0,S1,D_N0_S1,14.0625,0,57.8125,68.75,6.25,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,1
1,September'15,63,C,N1,S0,C_N1_S0,3.125,0,0,26.5625,1.5625,7.8125,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9375,0
1,September'15,64,D,N1,S0,D_N1_S0,14.0625,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,6.25
1,September'15,65,B,N0,S1,B_N0_S1,39.0625,0,39.0625,60.375,1.5625,15.625,0,0,0,0,0,1,0,0,0,0,1.5625,0,0,0,1.5625,6.25,0,0,0,0,0,0,0,0,0,0,0,7.8125,1.5625
1,September'15,66,D,N1,S1,D_N1_S1,32.8125,0,40.625,65.625,3.125,34.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1875,3.125
1,September'15,67,B,N1,S0,B_N1_S0,70.3125,0,15.625,39.0625,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.9375,1.5625
1,September'15,68,D,N0,S0,D_N0_S0,43.75,0,25,54.125,1.5625,0,0,0,0,0,0,0,0,1.5625,0,0,1.5625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9375,1
1,September'15,69,A,N1,S0,A_N1_S0,9.375,6.25,31.25,46.875,0,0,1.5625,7.8125,1.5625,0,3.125,7.8125,0,0,0,1,0,0,3.125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.75,0
1,September'15,70,C,N1,S1,C_N1_S1,60.9375,12.5,23.4375,26.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,1
1,September'15,72,D,N0,S1,D_N0_S1,10.9375,0,54.6875,40.625,0,20.3125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,9.375,4.6875
1,September'15,86,D,N1,S0,D_N1_S0,12.5,0,0,20.3125,0,4.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25
1,September'15,99,D,N1,S1,D_N1_S1,40.625,0,57.8125,54.6875,4.6875,14.0625,0,0,1,0,4.6875,0,0,0,0,0,4.6875,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,3.125,0
1,September'15,24*,D,N1,S0,D_N1_S0,7.8125,0,45.3125,35.9375,4.6875,25,0,0,0,7.8125,0,0,7.8125,1.5625,0,0,0,7.8125,0,0,0,7.8125,0,0,0,0,0,0,0,0,0,0,0,23.4375,3.125
1,September'15,A,C,N0,S1,C_N0_S1,42.1875,0,1,21.875,0,9.375,0,0,0,0,0,0,0,1.5625,0,0,1.5625,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,40.625,3.125
1,September'15,B,A,N1,S1,A_N1_S1,26.5625,0,1.5625,1.5625,0,1.5625,7.8125,34.375,25,0,3.125,3.125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,September'15,C,B,N1,S1,B_N1_S1,9.375,0,14.0625,4.6875,0,0,0,0,0,1.5625,0,0,18.75,0,0,0,0,0,0,0,3.125,9.375,0,0,0,0,0,0,0,0,0,0,0,28.125,1
1,September'15,D,C,N0,S1,C_N0_S1,3.125,0,0,18.75,0,6.25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625,0
1,September'15,E,B,N0,S0,B_N0_S0,1,0,0,0,0,4.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,September'15,F,A,N1,S1,A_N1_S1,35.9375,0,0,1.5625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,1
1,September'15,G,C,N1,S0,C_N1_S0,3.125,0,9.375,18.75,1.5625,26.5625,0,0,1,0,0,0,0,0,0,0,0,1.5625,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,32.8125,1
1,September'15,H,B,N0,S1,B_N0_S1,3.125,0,4.6875,1.5625,0,12.5,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,1
1,September'15,I,A,N1,S0,A_N1_S0,54.6875,0,15.625,7.8125,1.5625,9.375,0,15.625,7.8125,0,6.25,6.25,0,0,0,0,0,0,0,0,4.6875,4.6875,0,1.5625,0,0,0,0,0,0,0,0,0,7.8125,1
1,September'15,J,B,N1,S0,B_N1_S0,73.4375,0,0,15.625,0,3.125,4.6875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,9.375,1.5625
1,September'15,K,A,N1,S0,A_N1_S0,46.875,0,6.25,23.4375,1.5625,18.75,3.125,32.8125,7.8125,1.5625,4.6875,0,0,0,0,1.5625,1.5625,0,0,0,4.6875,0,0,0,0,0,0,0,0,0,0,0,0,4.6875,0
1,September'15,L,C,N1,S1,C_N1_S1,12.5,0,23.4375,23.4375,0,7.8125,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,26.5625,3.125
1,September'15,M,B,N1,S1,B_N1_S1,46.875,0,4.6875,28.125,0,10.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,9.375,0
1,September'15,N,A,N1,S1,A_N1_S1,29.6875,0,9.375,18.75,1.5625,0,6.25,31.25,18.75,0,4.6875,1.5625,0,0,0,0,0,0,0,0,7.8125,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,1
2,October'15,1,B,N0,S0,B_N0_S0,14.0625,0,3.125,6.25,0,4.6875,0,1,1.5625,0,0,0,0,0,0,1.5625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43.75,0
2,October'15,2,C,N0,S0,C_N0_S0,37.5,0,7.8125,48.4375,0,1.5625,0,0,1.5625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,18.75,1
2,October'15,3,C,N0,S0,C_N0_S0,29.6875,0,7.8125,68.75,0,14.0625,0,0,1,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6875,1
2,October'15,4,B,N0,S0,B_N0_S0,26.5625,0,35.9375,43.75,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,17.1875,1
2,October'15,5,B,N1,S0,B_N1_S0,45.3125,0,3.125,51.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,1.5625,0,0,0,0,0,0,0,0,0,21.875,0
2,October'15,6,A,N0,S0,A_N0_S0,18.75,0,1,46.875,0,17.1875,0,1,1,0,3.125,1.5625,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9375,3.125
2,October'15,7,A,N0,S0,A_N0_S0,73.4375,0,23.4375,25,1,0,3.125,12.5,0,0,4.6875,3.125,0,0,0,4.6875,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,7.8125
2,October'15,8,C,N1,S0,C_N1_S0,18.75,0,9.375,46.875,0,1.5625,0,0,1.5625,0,1.5625,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1875,0
2,October'15,9,D,N1,S1,D_N1_S1,0,0,68.75,15.625,1.5625,9.375,0,0,0,4.6875,0,6.25,0,1.5625,0,0,0,3.125,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,7.8125,1
2,October'15,10,C,N1,S1,C_N1_S1,6.25,0,4.6875,59.375,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125
2,October'15,11,B,N1,S1,B_N1_S1,6.25,1.5625,23.4375,54.6875,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0,1.5625,0,0,0,0,0,0,0,0,0,10.9375,1
2,October'15,14,A,N1,S0,A_N1_S0,0,6.25,15.625,28.125,0,0,0,12.5,4.6875,0,4.6875,1.5625,0,0,0,3.125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8125,0
2,October'15,15,C,N0,S0,C_N0_S0,23.4375,100,23.4375,31.25,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,1.5625,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,15.625,1
2,October'15,16,A,N0,S1,A_N0_S1,37.5,0,20.3125,62.5,0,1,0,6.25,1,0,7.8125,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.375,1
2,October'15,17,B,N0,S1,B_N0_S1,7.8125,0,67.1875,37.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,14.0625,1
2,October'15,18,B,N0,S1,B_N0_S1,23.4375,0,6.25,48.4375,1.5625,7.8125,0,0,1,1,0,9.375,0,1.5625,0,0,0,0,0,0,0,3.125,0,6.25,0,0,0,0,0,0,0,0,0,10.9375,0
2,October'15,19,A,N0,S1,A_N0_S1,39.0625,0,25,23.4375,0,0,0,1.5625,1,0,0,6.25,0,0,0,1,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.375,1
2,October'15,20,A,N0,S1,A_N0_S1,14.0625,0,0,29.6875,0,18.75,0,6.25,1,0,0,0,0,0,0,3.125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0
2,October'15,21,D,N0,S0,D_N0_S0,0,0,53.125,0,43.75,0,0,0,1,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8125,1
2,October'15,23,A,N1,S0,A_N1_S0,0,25,62.5,14.0625,4.6875,0,0,9.375,1.5625,0,0,4.6875,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6875,0
2,October'15,24,B,N1,S0,B_N1_S0,0,0,6.25,42.1875,0,1,0,0,0,0,0,3.125,0,4.6875,0,0,0,1,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,28.125,1.5625
2,October'15,25,B,N1,S1,B_N1_S1,1.5625,0,15.625,46.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9375,0
2,October'15,26,C,N1,S1,C_N1_S1,0,0,60.9375,18.75,0,0,0,0,0,0,0,3.125,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.8125,0
2,October'15,27,C,N1,S0,C_N1_S0,7.8125,0,0,31.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4375,0
2,October'15,28,C,N1,S1,C_N1_S1,21.875,0,76.5625,25,1,0,0,0,1,0,0,10.9375,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0
2,October'15,29,D,N1,S1,D_N1_S1,17.1875,0,1.5625,32.8125,0,0,0,0,0,0,0,0,0,9.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8125,12.5
2,October'15,30,A,N1,S1,A_N1_S1,6.25,0,46.875,48.4375,0,7.8125,0,3.125,0,0,0,6.25,0,0,0,1.5625,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,1.5625
2,October'15,31,B,N0,S0,B_N0_S0,68.75,64.0625,6.25,31.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625,0
2,October'15,32,A,N0,S0,A_N0_S0,18.75,0,21.875,12.5,1.5625,0,4.6875,43.75,3.125,0,3.125,17.1875,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.6875,1
2,October'15,33,C,N0,S0,C_N0_S0,23.4375,0,15.625,26.5625,0,9.375,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5625,3.125
2,October'15,34,B,N0,S0,B_N0_S0,7.8125,0,31.25,62.5,1,0,0,0,0,0,0,1.5625,0,0,0,0,0,4.6875,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,15.625,0
2,October'15,35,D,N0,S1,D_N0_S1,3.125,0,25,50,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,23.4375,10.9375
2,October'15,36,A,N0,S1,A_N0_S1,15.625,1,26.5625,21.875,1.5625,0,0,12.5,1.5625,0,7.8125,7.8125,0,0,0,3.125,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5625,3.125
2,October'15,37,C,N0,S1,C_N0_S1,7.8125,0,23.4375,59.375,1.5625,0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.375,1
2,October'15,38,D,N0,S1,D_N0_S1,9.375,0,1.5625,40.625,0,4.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,6.25,10.9375
2,October'15,40,A,N0,S1,A_N0_S1,6.25,1,43.75,28.125,0,0,0,6.25,0,1,0,10.9375,15.625,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,4.6875,0
2,October'15,41,D,N0,S0,D_N0_S0,4.6875,0,25,48.4375,12.5,7.8125,0,0,0,1.5625,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,34.375,4.6875
2,October'15,42,C,N1,S0,C_N1_S0,87.5,0,6.25,54.6875,0,0,0,0,0,0,0,6.25,0,0,0,0,0,4.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,0
2,October'15,44,B,N1,S0,B_N1_S0,1,0,0,8.8125,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,0
2,October'15,45,B,N1,S1,B_N1_S1,1.5625,0,1.5625,17.1875,0,15.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0
2,October'15,46,C,N0,S1,C_N0_S1,0,0,4.6875,17.1875,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0
2,October'15,47,A,N1,S1,A_N1_S1,31.25,0,6.25,28.125,0,14.0625,0,9.375,0,0,0,1,0,1,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.75,0
2,October'15,48,D,N1,S0,D_N1_S0,0,0,23.4375,14.0625,1.5625,10.9375,0,0,0,4.6875,0,0,0,1.5625,0,0,0,6.25,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,26.5625,1
2,October'15,49,B,N0,S1,B_N0_S1,81.25,1,37.5,59.375,1.5625,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,31.25,1.5625
2,October'15,50,A,N0,S0,A_N0_S0,39.0625,6.25,6.25,21.875,0,0,3.125,9.375,7.8125,0,3.125,1.5625,0,0,0,6.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.9375,1
2,October'15,52,D,N0,S0,D_N0_S0,18.75,0,7.8125,53.125,0,17.1875,0,0,0,1.5625,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,9.375
2,October'15,53,A,N0,S0,A_N0_S0,18.75,10.9375,14.0625,25,0,6.25,0,9.375,7.8125,0,7.8125,3.125,0,0,0,0,0,1.5625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.625,1.5625
2,October'15,54,D,N0,S1,D_N0_S1,17.1875,0,0,9.375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.0625
2,October'15,56,D,N1,S0,D_N1_S0,10.9375,0,4.6875,59.375,0,18.75,0,0,0,1.5625,1.5625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.375,21.875
2,October'15,57,D,N1,S1,D_N1_S1,0,0,71.875,6.25,3.125,4.6875,0,0,1,17.1875,0,4.6875,1,1.5625,0,0,0,17.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0
2,October'15,58,D,N0,S0,D_N0_S0,75,17.1875,23.4375,14.0625,3.125,15.625,0,0,1.5625,0,0,0,0,0,1,0,45.3125,0,1.5625,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,21.875,12.5
2,October'15,59,C,N0,S0,C_N0_S0,1,0,28.125,31.25,1.5625,3.125,0,0,1,1.5625,0,0,0,0,0,0,0,4.6875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.625,1.5625
2,October'15,60,C,N0,S1,C_N0_S1,18.75,0,12.5,32.8125,0,12.5,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0625,3.125
2,October'15,62,D,N0,S1,D_N0_S1,9.375,0,51.5625,65.625,6.25,15.625,0,0,0,0,0,1.5625,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8125,1
2,October'15,63,C,N1,S0,C_N1_S0,1.5625,0,0,35.9375,0,7.8125,1.5625,0,1,0,3.125,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6875,1.5625
2,October'15,64,D,N1,S0,D_N1_S0,32.8125,0,0,12.5,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,18.75
2,October'15,65,B,N0,S1,B_N0_S1,39.0625,0,43.75,65.625,1.5625,6.25,0,0,1,0,0,1.5625,0,0,1.5625,0,1.5625,0,0,0,1.5625,0,0,1.5625,0,0,0,0,0,0,0,0,0,7.8125,3.125
2,October'15,66,D,N1,S1,D_N1_S1,51.5625,0,62.5,60.9375,1.5625,31.25,0,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1875,3.125
2,October'15,67,B,N1,S0,B_N1_S0,75,0,9.375,34.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.6875,4.6875
2,October'15,68,D,N0,S0,D_N0_S0,32.8125,0,34.375,65.625,1,29.6875,0,0,0,0,0,0,0,1.5625,0,0,4.6875,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0625,1
2,October'15,69,A,N1,S0,A_N1_S0,12.5,6.25,35.9375,59.375,0,6.25,4.6875,4.6875,3.125,0,6.25,1.5625,0,0,1,1.5625,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0
2,October'15,70,C,N1,S1,C_N1_S1,62.5,15.625,23.4375,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0625,1
2,October'15,72,D,N0,S1,D_N0_S1,17.1875,0,75,57.8125,0,6.25,0,0,1,0,0,0,0,0,0,0,0,3.125,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,6.25,1.5625
2,October'15,86,D,N1,S0,D_N1_S0,12.5,0,1.5625,18.75,0,4.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8125,12.5
2,October'15,99,D,N1,S1,D_N1_S1,46.875,0,76.5625,56.25,6.25,9.375,0,0,1.5625,0,6.25,0,0,0,0,0,4.6875,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,October'15,24*,D,N1,S0,D_N1_S0,7.8125,0,35.9375,53.125,3.125,4.6875,0,0,1,7.8125,0,0,14.0625,6.25,0,0,0,15.625,0,0,0,1.5625,0,3.125,0,0,0,0,0,0,0,0,0,26.5625,4.6875
2,October'15,A,C,N0,S1,C_N0_S1,50,0,3.125,40.625,0,6.25,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625,1
2,October'15,B,A,N1,S1,A_N1_S1,28.125,0,0,7.8125,0,0,3.125,84.375,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0
2,October'15,C,B,N1,S1,B_N1_S1,7.8125,0,23.4375,12.5,1.5625,1.5625,0,0,0,3.125,0,0,25,0,0,0,0,0,0,0,1.5625,0,0,1.5625,0,0,0,0,0,0,0,0,0,20.3125,3.125
2,October'15,D,C,N0,S1,C_N0_S1,6.25,0,0,31.25,0,7.8125,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9375,0
2,October'15,E,B,N0,S0,B_N0_S0,1.5625,0,0,1.5625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,October'15,F,A,N1,S1,A_N1_S1,45.3125,0,0,18.75,0,18.75,0,0,6.25,0,3.125,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,October'15,G,C,N1,S0,C_N1_S0,3.125,0,17.1875,39.0625,0,25,0,1.5625,0,0,0,1.5625,0,0,0,0,0,1.5625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.375,1
2,October'15,H,B,N0,S1,B_N0_S1,1.5625,0,1.5625,4.6875,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,1
2,October'15,I,A,N1,S0,A_N1_S0,60.9375,0,14.0625,18.75,0,0,1.5625,17.1875,4.6875,0,0,4.6875,0,0,0,0,0,0,6.25,0,4.6875,0,0,0,0,0,0,0,0,0,0,0,0,7.8125,3.125
2,October'15,J,B,N1,S0,B_N1_S0,71.875,0,3.125,15.625,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.375,1.5625
2,October'15,K,A,N1,S0,A_N1_S0,68.75,0,9.375,25,0,1.5625,3.125,28.125,6.25,0,3.125,0,0,0,0,1.5625,3.125,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0
