Habitat,Phase,Date,Channel,Treatment,Taxon,Abundance
RIF,low-flow,07/09/2015,9,lf.fs,Leuctra.fusca.digitata,13
RIF,low-flow,07/09/2015,9,lf.fs,Leuctra.hippopus,107
RIF,low-flow,07/09/2015,9,lf.fs,Nemoura.sp,10
RIF,low-flow,07/09/2015,9,lf.fs,Orthocladiinae.indet,2
RUN,low-flow,07/09/2015,9,lf.fs,Gammarus.pulex,132
RUN,low-flow,07/09/2015,9,lf.fs,Hydraena.gracilis,1
RUN,low-flow,07/09/2015,9,lf.fs,Leuctra.fusca.digitata,2
RUN,low-flow,07/09/2015,9,lf.fs,Leuctra.hippopus,19
RUN,low-flow,07/09/2015,9,lf.fs,Nemoura.sp,6
RUN,low-flow,07/09/2015,9,lf.fs,Oligochaeta.indet,2
RUN,low-flow,07/09/2015,9,lf.fs,Orthocladiinae.indet,5
RIF,low-flow,07/09/2015,10,lf.np,Asellus.aquaticus,1
RIF,low-flow,07/09/2015,10,lf.np,Baetis.rhodani,41
RIF,low-flow,07/09/2015,10,lf.np,Gammarus.pulex,22
RIF,low-flow,07/09/2015,10,lf.np,Leuctra.fusca.digitata,15
RIF,low-flow,07/09/2015,10,lf.np,Leuctra.hippopus,26
RIF,low-flow,07/09/2015,10,lf.np,Nemoura.sp,3
RIF,low-flow,07/09/2015,10,lf.np,Oligochaeta.indet,2
RIF,low-flow,07/09/2015,10,lf.np,Orthocladiinae.indet,3
RIF,low-flow,07/09/2015,10,lf.np,Sialis.sp,1
RIF,low-flow,07/09/2015,10,lf.np,Tanypodinae.indet,2
RUN,low-flow,07/09/2015,10,lf.np,Baetis.rhodani,9
RUN,low-flow,07/09/2015,10,lf.np,Gammarus.pulex,37
RUN,low-flow,07/09/2015,10,lf.np,Leuctra.hippopus,2
RUN,low-flow,07/09/2015,10,lf.np,Nemoura.sp,1
RUN,low-flow,07/09/2015,10,lf.np,Orthocladiinae.indet,7
RUN,low-flow,07/09/2015,10,lf.np,Tanypodinae.indet,4
RIF,low-flow,07/09/2015,11,lf.np.fs,Baetis.rhodani,31
RIF,low-flow,07/09/2015,11,lf.np.fs,Dicranota.sp,1
RIF,low-flow,07/09/2015,11,lf.np.fs,Dugesia.gonocephala,2
RIF,low-flow,07/09/2015,11,lf.np.fs,Elmis.aenea,1
RIF,low-flow,07/09/2015,11,lf.np.fs,Gammarus.pulex,68
RIF,low-flow,07/09/2015,11,lf.np.fs,Leuctra.fusca.digitata,25
RIF,low-flow,07/09/2015,11,lf.np.fs,Leuctra.hippopus,52
RIF,low-flow,07/09/2015,11,lf.np.fs,Nemoura.sp,16
RIF,low-flow,07/09/2015,11,lf.np.fs,Oligochaeta.indet,5
RIF,low-flow,07/09/2015,11,lf.np.fs,Orthocladiinae.indet,1
RUN,low-flow,07/09/2015,11,lf.np.fs,Asellus.aquaticus,1
RUN,low-flow,07/09/2015,11,lf.np.fs,Baetis.rhodani,2
RUN,low-flow,07/09/2015,11,lf.np.fs,Elmis.aenea,1
RUN,low-flow,07/09/2015,11,lf.np.fs,Gammarus.pulex,189
RUN,low-flow,07/09/2015,11,lf.np.fs,Leuctra.hippopus,8
RUN,low-flow,07/09/2015,11,lf.np.fs,Nemoura.sp,2
RUN,low-flow,07/09/2015,11,lf.np.fs,Oligochaeta.indet,4
RUN,low-flow,07/09/2015,11,lf.np.fs,Orthocladiinae.indet,3
RUN,low-flow,07/09/2015,11,lf.np.fs,Pisidium.sp,1
RUN,low-flow,07/09/2015,11,lf.np.fs,Tanypodinae.indet,2
RIF,low-flow,07/09/2015,12,lf,Baetis.rhodani,14
RIF,low-flow,07/09/2015,12,lf,Dugesia.gonocephala,3
RIF,low-flow,07/09/2015,12,lf,Gammarus.pulex,49
RIF,low-flow,07/09/2015,12,lf,Hydraena.gracilis,1
RIF,low-flow,07/09/2015,12,lf,Leuctra.fusca.digitata,13
RIF,low-flow,07/09/2015,12,lf,Leuctra.hippopus,21
RIF,low-flow,07/09/2015,12,lf,Nemoura.sp,3
RIF,low-flow,07/09/2015,12,lf,Orthocladiinae.indet,1
RUN,low-flow,07/09/2015,12,lf,Baetis.rhodani,3
RUN,low-flow,07/09/2015,12,lf,Chironomini.indet,2
RUN,low-flow,07/09/2015,12,lf,Gammarus.pulex,103
RUN,low-flow,07/09/2015,12,lf,Leuctra.hippopus,7
RUN,low-flow,07/09/2015,12,lf,Nemoura.sp,4
RUN,low-flow,07/09/2015,12,lf,Orthocladiinae.indet,17
RUN,low-flow,07/09/2015,12,lf,Radix.balthica,1
RUN,low-flow,07/09/2015,12,lf,Tanypodinae.indet,3
RUN,low-flow,07/09/2015,12,lf,Tipulidae.sp,1
RIF,low-flow,14/09/2015,1,lf.np,Asellus.aquaticus,5
RIF,low-flow,14/09/2015,1,lf.np,Baetis.rhodani,27
RIF,low-flow,14/09/2015,1,lf.np,Gammarus.pulex,57
RIF,low-flow,14/09/2015,1,lf.np,Leuctra.fusca.digitata,10
RIF,low-flow,14/09/2015,1,lf.np,Leuctra.hippopus,34
RIF,low-flow,14/09/2015,1,lf.np,Nemoura.sp,10
RIF,low-flow,14/09/2015,1,lf.np,Orthocladiinae.indet,1
RIF,low-flow,14/09/2015,1,lf.np,Paraleptophlebia.submarginata,2
RIF,low-flow,14/09/2015,1,lf.np,Tanypodinae.indet,3
RUN,low-flow,14/09/2015,1,lf.np,Asellus.aquaticus,1
RUN,low-flow,14/09/2015,1,lf.np,Baetis.rhodani,13
RUN,low-flow,14/09/2015,1,lf.np,Dicranota.sp,1
RUN,low-flow,14/09/2015,1,lf.np,Gammarus.pulex,165
RUN,low-flow,14/09/2015,1,lf.np,Leuctra.hippopus,6
RUN,low-flow,14/09/2015,1,lf.np,Nemoura.sp,1
RUN,low-flow,14/09/2015,1,lf.np,Oligochaeta.indet,9
RUN,low-flow,14/09/2015,1,lf.np,Orthocladiinae.indet,6
RUN,low-flow,14/09/2015,1,lf.np,Prodiamesa.olivacea,1
RIF,low-flow,14/09/2015,2,lf.fs,Asellus.aquaticus,4
RIF,low-flow,14/09/2015,2,lf.fs,Baetis.rhodani,19
RIF,low-flow,14/09/2015,2,lf.fs,Gammarus.pulex,73
RIF,low-flow,14/09/2015,2,lf.fs,Hydraena.gracilis,2
RIF,low-flow,14/09/2015,2,lf.fs,Leuctra.fusca.digitata,20
RIF,low-flow,14/09/2015,2,lf.fs,Leuctra.hippopus,55
RIF,low-flow,14/09/2015,2,lf.fs,Nemoura.sp,10
RIF,low-flow,14/09/2015,2,lf.fs,Oligochaeta.indet,5
RIF,low-flow,14/09/2015,2,lf.fs,Orthocladiinae.indet,4
RIF,low-flow,14/09/2015,2,lf.fs,Paraleptophlebia.submarginata,1
RIF,low-flow,14/09/2015,2,lf.fs,Tanypodinae.indet,1
RUN,low-flow,14/09/2015,2,lf.fs,Baetis.rhodani,3
RUN,low-flow,14/09/2015,2,lf.fs,Chironomini.indet,2
RUN,low-flow,14/09/2015,2,lf.fs,Gammarus.pulex,110
RUN,low-flow,14/09/2015,2,lf.fs,Hydracnidia.indet,1
RUN,low-flow,14/09/2015,2,lf.fs,Leuctra.fusca.digitata,2
RUN,low-flow,14/09/2015,2,lf.fs,Leuctra.hippopus,9
RUN,low-flow,14/09/2015,2,lf.fs,Limnephilidae.indet,1
RUN,low-flow,14/09/2015,2,lf.fs,Nemoura.sp,4
RUN,low-flow,14/09/2015,2,lf.fs,Oligochaeta.indet,4
RUN,low-flow,14/09/2015,2,lf.fs,Orthocladiinae.indet,4
RUN,low-flow,14/09/2015,2,lf.fs,Pisidium.sp,1
RUN,low-flow,14/09/2015,2,lf.fs,Tanypodinae.indet,1
RIF,low-flow,14/09/2015,3,lf.np.fs,Asellus.aquaticus,1
RIF,low-flow,14/09/2015,3,lf.np.fs,Baetis.rhodani,14
RIF,low-flow,14/09/2015,3,lf.np.fs,Dugesia.gonocephala,1
RIF,low-flow,14/09/2015,3,lf.np.fs,Gammarus.pulex,44
RIF,low-flow,14/09/2015,3,lf.np.fs,Leuctra.fusca.digitata,44
RIF,low-flow,14/09/2015,3,lf.np.fs,Leuctra.hippopus,52
RIF,low-flow,14/09/2015,3,lf.np.fs,Nemoura.sp,6
RIF,low-flow,14/09/2015,3,lf.np.fs,Oligochaeta.indet,11
RIF,low-flow,14/09/2015,3,lf.np.fs,Orthocladiinae.indet,14
RIF,low-flow,14/09/2015,3,lf.np.fs,Sialis.sp,3
RIF,low-flow,14/09/2015,3,lf.np.fs,Tanypodinae.indet,2
RUN,low-flow,14/09/2015,3,lf.np.fs,Baetis.rhodani,2
RUN,low-flow,14/09/2015,3,lf.np.fs,Chironomini.indet,1
RUN,low-flow,14/09/2015,3,lf.np.fs,Gammarus.pulex,66
RUN,low-flow,14/09/2015,3,lf.np.fs,Leuctra.fusca.digitata,7
RUN,low-flow,14/09/2015,3,lf.np.fs,Leuctra.hippopus,5
RUN,low-flow,14/09/2015,3,lf.np.fs,Oligochaeta.indet,1
RUN,low-flow,14/09/2015,3,lf.np.fs,Orthocladiinae.indet,1
RUN,low-flow,14/09/2015,3,lf.np.fs,Potamophylax.latipennis,1
RUN,low-flow,14/09/2015,3,lf.np.fs,Prodiamesa.olivacea,2
RUN,low-flow,14/09/2015,3,lf.np.fs,Radix.balthica,1
RUN,low-flow,14/09/2015,3,lf.np.fs,Tanypodinae.indet,2
RIF,low-flow,14/09/2015,4,lf,Baetis.rhodani,6
RIF,low-flow,14/09/2015,4,lf,Elmis.aenea,1
RIF,low-flow,14/09/2015,4,lf,Gammarus.pulex,12
RIF,low-flow,14/09/2015,4,lf,Leuctra.fusca.digitata,4
RIF,low-flow,14/09/2015,4,lf,Leuctra.hippopus,20
RIF,low-flow,14/09/2015,4,lf,Nemoura.sp,8
RIF,low-flow,14/09/2015,4,lf,Paraleptophlebia.submarginata,1
RIF,low-flow,14/09/2015,4,lf,Sialis.sp,1
RUN,low-flow,14/09/2015,4,lf,Baetis.rhodani,8
RUN,low-flow,14/09/2015,4,lf,Chironomini.indet,1
RUN,low-flow,14/09/2015,4,lf,Elmis.aenea,1
RUN,low-flow,14/09/2015,4,lf,Gammarus.pulex,44
RUN,low-flow,14/09/2015,4,lf,Leuctra.hippopus,11
RUN,low-flow,14/09/2015,4,lf,Nemoura.sp,3
RUN,low-flow,14/09/2015,4,lf,Orthocladiinae.indet,7
RUN,low-flow,14/09/2015,4,lf,Sialis.sp,1
RUN,low-flow,14/09/2015,4,lf,Tanypodinae.indet,1
RIF,low-flow,14/09/2015,5,lf.fs,Asellus.aquaticus,5
RIF,low-flow,14/09/2015,5,lf.fs,Baetis.rhodani,10
RIF,low-flow,14/09/2015,5,lf.fs,Chironomini.indet,1
RIF,low-flow,14/09/2015,5,lf.fs,Dugesia.gonocephala,1
RIF,low-flow,14/09/2015,5,lf.fs,Elmis.aenea,1
RIF,low-flow,14/09/2015,5,lf.fs,Gammarus.pulex,50
RIF,low-flow,14/09/2015,5,lf.fs,Hexatominae.indet,1
RIF,low-flow,14/09/2015,5,lf.fs,Hydraena.gracilis,1
RIF,low-flow,14/09/2015,5,lf.fs,Leuctra.fusca.digitata,10
RIF,low-flow,14/09/2015,5,lf.fs,Leuctra.hippopus,36
RIF,low-flow,14/09/2015,5,lf.fs,Nemoura.sp,14
RIF,low-flow,14/09/2015,5,lf.fs,Oligochaeta.indet,2
RIF,low-flow,14/09/2015,5,lf.fs,Orthocladiinae.indet,10
RIF,low-flow,14/09/2015,5,lf.fs,Paraleptophlebia.submarginata,6
RIF,low-flow,14/09/2015,5,lf.fs,Tanypodinae.indet,1
RUN,low-flow,14/09/2015,5,lf.fs,Asellus.aquaticus,1
RUN,low-flow,14/09/2015,5,lf.fs,Baetis.rhodani,4
RUN,low-flow,14/09/2015,5,lf.fs,Elmis.aenea,1
RUN,low-flow,14/09/2015,5,lf.fs,Gammarus.pulex,66
RUN,low-flow,14/09/2015,5,lf.fs,Leuctra.hippopus,6
RUN,low-flow,14/09/2015,5,lf.fs,Nemoura.sp,1
RUN,low-flow,14/09/2015,5,lf.fs,Oligochaeta.indet,2
RUN,low-flow,14/09/2015,5,lf.fs,Orthocladiinae.indet,3
RUN,low-flow,14/09/2015,5,lf.fs,Tanypodinae.indet,6
RIF,low-flow,14/09/2015,6,lf.np,Asellus.aquaticus,2
RIF,low-flow,14/09/2015,6,lf.np,Baetis.rhodani,7
RIF,low-flow,14/09/2015,6,lf.np,Dugesia.gonocephala,1
RIF,low-flow,14/09/2015,6,lf.np,Elmis.aenea,1
RIF,low-flow,14/09/2015,6,lf.np,Gammarus.pulex,32
RIF,low-flow,14/09/2015,6,lf.np,Leuctra.fusca.digitata,17
RIF,low-flow,14/09/2015,6,lf.np,Leuctra.hippopus,25
RIF,low-flow,14/09/2015,6,lf.np,Nemoura.sp,1
RIF,low-flow,14/09/2015,6,lf.np,Orthocladiinae.indet,2
RIF,low-flow,14/09/2015,6,lf.np,Paraleptophlebia.submarginata,1
RUN,low-flow,14/09/2015,6,lf.np,Baetis.rhodani,4
RUN,low-flow,14/09/2015,6,lf.np,Dysticidae.sp.larva,2
RUN,low-flow,14/09/2015,6,lf.np,Gammarus.pulex,103
RUN,low-flow,14/09/2015,6,lf.np,Leuctra.hippopus,4
RUN,low-flow,14/09/2015,6,lf.np,Limnephilidae.indet,1
RUN,low-flow,14/09/2015,6,lf.np,Nemoura.sp,1
RUN,low-flow,14/09/2015,6,lf.np,Orthocladiinae.indet,11
RUN,low-flow,14/09/2015,6,lf.np,Tanypodinae.indet,1
RIF,low-flow,14/09/2015,7,lf,Asellus.aquaticus,2
RIF,low-flow,14/09/2015,7,lf,Baetis.rhodani,1
RIF,low-flow,14/09/2015,7,lf,Gammarus.pulex,38
RIF,low-flow,14/09/2015,7,lf,Leuctra.fusca.digitata,23
RIF,low-flow,14/09/2015,7,lf,Leuctra.hippopus,36
RIF,low-flow,14/09/2015,7,lf,Nemoura.sp,6
RIF,low-flow,14/09/2015,7,lf,Orthocladiinae.indet,3
RIF,low-flow,14/09/2015,7,lf,Tanypodinae.indet,1
RUN,low-flow,14/09/2015,7,lf,Asellus.aquaticus,1
RUN,low-flow,14/09/2015,7,lf,Baetis.rhodani,2
RUN,low-flow,14/09/2015,7,lf,Chironomini.indet,3
RUN,low-flow,14/09/2015,7,lf,Dicranota.sp,1
RUN,low-flow,14/09/2015,7,lf,Gammarus.pulex,283
RUN,low-flow,14/09/2015,7,lf,Hexatominae.indet,1
RUN,low-flow,14/09/2015,7,lf,Leuctra.hippopus,26
RUN,low-flow,14/09/2015,7,lf,Nemoura.sp,1
RUN,low-flow,14/09/2015,7,lf,Oligochaeta.indet,1
RUN,low-flow,14/09/2015,7,lf,Orthocladiinae.indet,8
RUN,low-flow,14/09/2015,7,lf,Pisidium.sp,1
RUN,low-flow,14/09/2015,7,lf,Tanypodinae.indet,1
RIF,low-flow,14/09/2015,8,lf.np.fs,Asellus.aquaticus,3
RIF,low-flow,14/09/2015,8,lf.np.fs,Baetis.rhodani,15
RIF,low-flow,14/09/2015,8,lf.np.fs,Dugesia.gonocephala,2
RIF,low-flow,14/09/2015,8,lf.np.fs,Gammarus.pulex,59
RIF,low-flow,14/09/2015,8,lf.np.fs,Leuctra.fusca.digitata,17
RIF,low-flow,14/09/2015,8,lf.np.fs,Leuctra.hippopus,27
RIF,low-flow,14/09/2015,8,lf.np.fs,Nemoura.sp,3
RIF,low-flow,14/09/2015,8,lf.np.fs,Orthocladiinae.indet,2
RIF,low-flow,14/09/2015,8,lf.np.fs,Paraleptophlebia.submarginata,3
RIF,low-flow,14/09/2015,8,lf.np.fs,Sialis.sp,2
RIF,low-flow,14/09/2015,8,lf.np.fs,Tanypodinae.indet,2
RUN,low-flow,14/09/2015,8,lf.np.fs,Baetis.rhodani,1
RUN,low-flow,14/09/2015,8,lf.np.fs,Gammarus.pulex,35
RUN,low-flow,14/09/2015,8,lf.np.fs,Leuctra.hippopus,8
RUN,low-flow,14/09/2015,8,lf.np.fs,Nemoura.sp,2
RUN,low-flow,14/09/2015,8,lf.np.fs,Orthocladiinae.indet,4
RUN,low-flow,14/09/2015,8,lf.np.fs,Pisidium.sp,2
RUN,low-flow,14/09/2015,8,lf.np.fs,Tanypodinae.indet,1
RIF,low-flow,14/09/2015,9,lf.fs,Asellus.aquaticus,4
RIF,low-flow,14/09/2015,9,lf.fs,Baetis.rhodani,3
RIF,low-flow,14/09/2015,9,lf.fs,Gammarus.pulex,38
RIF,low-flow,14/09/2015,9,lf.fs,Leuctra.fusca.digitata,20
RIF,low-flow,14/09/2015,9,lf.fs,Leuctra.hippopus,69
RIF,low-flow,14/09/2015,9,lf.fs,Nemoura.sp,6
RIF,low-flow,14/09/2015,9,lf.fs,Orthocladiinae.indet,2
RIF,low-flow,14/09/2015,9,lf.fs,Paraleptophlebia.submarginata,1
RIF,low-flow,14/09/2015,9,lf.fs,Tanypodinae.indet,1
RUN,low-flow,14/09/2015,9,lf.fs,Chironomini.indet,1
RUN,low-flow,14/09/2015,9,lf.fs,Dicranota.sp,1
RUN,low-flow,14/09/2015,9,lf.fs,Gammarus.pulex,91
RUN,low-flow,14/09/2015,9,lf.fs,Hexatominae.indet,1
RUN,low-flow,14/09/2015,9,lf.fs,Leuctra.hippopus,14
RUN,low-flow,14/09/2015,9,lf.fs,Nemoura.sp,1
RUN,low-flow,14/09/2015,9,lf.fs,Oligochaeta.indet,1
RUN,low-flow,14/09/2015,9,lf.fs,Orthocladiinae.indet,5
RUN,low-flow,14/09/2015,9,lf.fs,Pisidium.sp,1
RUN,low-flow,14/09/2015,9,lf.fs,Prodiamesa.olivacea,1
RUN,low-flow,14/09/2015,9,lf.fs,Sericostoma.personatum,1
RUN,low-flow,14/09/2015,9,lf.fs,Tanypodinae.indet,2
RIF,low-flow,14/09/2015,10,lf.np,Baetis.rhodani,14
RIF,low-flow,14/09/2015,10,lf.np,Gammarus.pulex,45
RIF,low-flow,14/09/2015,10,lf.np,Leuctra.fusca.digitata,15
RIF,low-flow,14/09/2015,10,lf.np,Leuctra.hippopus,27
RIF,low-flow,14/09/2015,10,lf.np,Nemoura.sp,4
RIF,low-flow,14/09/2015,10,lf.np,Oligochaeta.indet,3
RIF,low-flow,14/09/2015,10,lf.np,Orthocladiinae.indet,2
RIF,low-flow,14/09/2015,10,lf.np,Paraleptophlebia.submarginata,1
RIF,low-flow,14/09/2015,10,lf.np,Rhyacophila.sp,1
RIF,low-flow,14/09/2015,10,lf.np,Tanypodinae.indet,2
RUN,low-flow,14/09/2015,10,lf.np,Baetis.rhodani,6
RUN,low-flow,14/09/2015,10,lf.np,Chironomini.indet,2
RUN,low-flow,14/09/2015,10,lf.np,Elmis.aenea,1
RUN,low-flow,14/09/2015,10,lf.np,Gammarus.pulex,110
RUN,low-flow,14/09/2015,10,lf.np,Leuctra.fusca.digitata,1
RUN,low-flow,14/09/2015,10,lf.np,Leuctra.hippopus,7
RUN,low-flow,14/09/2015,10,lf.np,Nemoura.sp,3
RUN,low-flow,14/09/2015,10,lf.np,Orthocladiinae.indet,14
RUN,low-flow,14/09/2015,10,lf.np,Tanypodinae.indet,1
RIF,low-flow,14/09/2015,11,lf.np.fs,Baetis.rhodani,17
RIF,low-flow,14/09/2015,11,lf.np.fs,Dugesia.gonocephala,1
RIF,low-flow,14/09/2015,11,lf.np.fs,Gammarus.pulex,89
RIF,low-flow,14/09/2015,11,lf.np.fs,Leuctra.fusca.digitata,29
RIF,low-flow,14/09/2015,11,lf.np.fs,Leuctra.hippopus,45
RIF,low-flow,14/09/2015,11,lf.np.fs,Nemoura.sp,6
RIF,low-flow,14/09/2015,11,lf.np.fs,Oligochaeta.indet,3
RIF,low-flow,14/09/2015,11,lf.np.fs,Paraleptophlebia.submarginata,1
RIF,low-flow,14/09/2015,11,lf.np.fs,Rhyacophila.sp,1
RIF,low-flow,14/09/2015,11,lf.np.fs,Sialis.sp,2
RIF,low-flow,14/09/2015,11,lf.np.fs,Tanypodinae.indet,2
RUN,low-flow,14/09/2015,11,lf.np.fs,Baetis.rhodani,9
RUN,low-flow,14/09/2015,11,lf.np.fs,Dicranota.sp,1
RUN,low-flow,14/09/2015,11,lf.np.fs,Gammarus.pulex,157
RUN,low-flow,14/09/2015,11,lf.np.fs,Leuctra.hippopus,7
RUN,low-flow,14/09/2015,11,lf.np.fs,Nemoura.sp,4
RUN,low-flow,14/09/2015,11,lf.np.fs,Orthocladiinae.indet,1
RIF,low-flow,14/09/2015,12,lf,Asellus.aquaticus,4
RIF,low-flow,14/09/2015,12,lf,Baetis.rhodani,13
RIF,low-flow,14/09/2015,12,lf,Gammarus.pulex,37
RIF,low-flow,14/09/2015,12,lf,Leuctra.fusca.digitata,6
RIF,low-flow,14/09/2015,12,lf,Leuctra.hippopus,20
RIF,low-flow,14/09/2015,12,lf,Nemoura.sp,2
RIF,low-flow,14/09/2015,12,lf,Oligochaeta.indet,2
RIF,low-flow,14/09/2015,12,lf,Orthocladiinae.indet,1
RUN,low-flow,14/09/2015,12,lf,Baetis.rhodani,16
RUN,low-flow,14/09/2015,12,lf,Chironomini.indet,1
RUN,low-flow,14/09/2015,12,lf,Dicranota.sp,1
RUN,low-flow,14/09/2015,12,lf,Gammarus.pulex,136
RUN,low-flow,14/09/2015,12,lf,Leuctra.fusca.digitata,3
RUN,low-flow,14/09/2015,12,lf,Leuctra.hippopus,6
RUN,low-flow,14/09/2015,12,lf,Nemoura.sp,3
RUN,low-flow,14/09/2015,12,lf,Oligochaeta.indet,5
RUN,low-flow,14/09/2015,12,lf,Orthocladiinae.indet,16
RUN,low-flow,14/09/2015,12,lf,Tanypodinae.indet,2
RIF,low-flow,21/09/2015,1,lf.np,Asellus.aquaticus,11
RIF,low-flow,21/09/2015,1,lf.np,Baetis.rhodani,25
RIF,low-flow,21/09/2015,1,lf.np,Dicranota.sp,1
RIF,low-flow,21/09/2015,1,lf.np,Dugesia.gonocephala,1
RIF,low-flow,21/09/2015,1,lf.np,Gammarus.pulex,69
RIF,low-flow,21/09/2015,1,lf.np,Leuctra.fusca.digitata,33
RIF,low-flow,21/09/2015,1,lf.np,Leuctra.hippopus,43
RIF,low-flow,21/09/2015,1,lf.np,Nemoura.sp,7
RIF,low-flow,21/09/2015,1,lf.np,Oligochaeta.indet,3
RIF,low-flow,21/09/2015,1,lf.np,Orthocladiinae.indet,1
RIF,low-flow,21/09/2015,1,lf.np,Tanypodinae.indet,2
RUN,low-flow,21/09/2015,1,lf.np,Baetis.rhodani,8
RUN,low-flow,21/09/2015,1,lf.np,Chironomini.indet,2
RUN,low-flow,21/09/2015,1,lf.np,Dicranota.sp,2
RUN,low-flow,21/09/2015,1,lf.np,Gammarus.pulex,210
RUN,low-flow,21/09/2015,1,lf.np,Leuctra.fusca.digitata,3
RUN,low-flow,21/09/2015,1,lf.np,Leuctra.hippopus,15
RUN,low-flow,21/09/2015,1,lf.np,Nemoura.sp,5
RUN,low-flow,21/09/2015,1,lf.np,Oligochaeta.indet,20
RUN,low-flow,21/09/2015,1,lf.np,Orthocladiinae.indet,3
RUN,low-flow,21/09/2015,1,lf.np,Prodiamesa.olivacea,3
RIF,low-flow,21/09/2015,2,lf.fs,Asellus.aquaticus,6
RIF,low-flow,21/09/2015,2,lf.fs,Baetis.rhodani,4
RIF,low-flow,21/09/2015,2,lf.fs,Dugesia.gonocephala,1
RIF,low-flow,21/09/2015,2,lf.fs,Elmis.aenea,1
RIF,low-flow,21/09/2015,2,lf.fs,Gammarus.pulex,30
RIF,low-flow,21/09/2015,2,lf.fs,Leuctra.fusca.digitata,10
RIF,low-flow,21/09/2015,2,lf.fs,Leuctra.hippopus,21
RIF,low-flow,21/09/2015,2,lf.fs,Nemoura.sp,2
RIF,low-flow,21/09/2015,2,lf.fs,Oligochaeta.indet,2
RIF,low-flow,21/09/2015,2,lf.fs,Orthocladiinae.indet,1
RUN,low-flow,21/09/2015,2,lf.fs,Baetis.rhodani,4
RUN,low-flow,21/09/2015,2,lf.fs,Elmis.aenea,1
RUN,low-flow,21/09/2015,2,lf.fs,Gammarus.pulex,46
RUN,low-flow,21/09/2015,2,lf.fs,Leuctra.hippopus,3
RUN,low-flow,21/09/2015,2,lf.fs,Oligochaeta.indet,5
RUN,low-flow,21/09/2015,2,lf.fs,Orthocladiinae.indet,14
RIF,low-flow,21/09/2015,3,lf.np.fs,Asellus.aquaticus,8
RIF,low-flow,21/09/2015,3,lf.np.fs,Baetis.rhodani,14
RIF,low-flow,21/09/2015,3,lf.np.fs,Elmis.aenea,1
RIF,low-flow,21/09/2015,3,lf.np.fs,Gammarus.pulex,86
RIF,low-flow,21/09/2015,3,lf.np.fs,Hydracnidia.indet,1
RIF,low-flow,21/09/2015,3,lf.np.fs,Leuctra.fusca.digitata,81
RIF,low-flow,21/09/2015,3,lf.np.fs,Leuctra.hippopus,87
RIF,low-flow,21/09/2015,3,lf.np.fs,Nemoura.sp,12
RIF,low-flow,21/09/2015,3,lf.np.fs,Oligochaeta.indet,13
RIF,low-flow,21/09/2015,3,lf.np.fs,Orthocladiinae.indet,16
RIF,low-flow,21/09/2015,3,lf.np.fs,Sialis.sp,2
RIF,low-flow,21/09/2015,3,lf.np.fs,Tanypodinae.indet,1
RUN,low-flow,21/09/2015,3,lf.np.fs,Asellus.aquaticus,1
RUN,low-flow,21/09/2015,3,lf.np.fs,Baetis.rhodani,3
RUN,low-flow,21/09/2015,3,lf.np.fs,Gammarus.pulex,58
RUN,low-flow,21/09/2015,3,lf.np.fs,Leuctra.hippopus,7
RUN,low-flow,21/09/2015,3,lf.np.fs,Orthocladiinae.indet,2
RUN,low-flow,21/09/2015,3,lf.np.fs,Tanypodinae.indet,6
RIF,low-flow,21/09/2015,4,lf,Baetis.rhodani,5
RIF,low-flow,21/09/2015,4,lf,Dugesia.gonocephala,1
RIF,low-flow,21/09/2015,4,lf,Gammarus.pulex,25
RIF,low-flow,21/09/2015,4,lf,Leuctra.fusca.digitata,23
RIF,low-flow,21/09/2015,4,lf,Leuctra.hippopus,16
RIF,low-flow,21/09/2015,4,lf,Nemoura.sp,3
RIF,low-flow,21/09/2015,4,lf,Orthocladiinae.indet,3
RIF,low-flow,21/09/2015,4,lf,Tanypodinae.indet,1
RUN,low-flow,21/09/2015,4,lf,Baetis.rhodani,3
RUN,low-flow,21/09/2015,4,lf,Dicranota.sp,1
RUN,low-flow,21/09/2015,4,lf,Gammarus.pulex,100
RUN,low-flow,21/09/2015,4,lf,Leuctra.fusca.digitata,2
RUN,low-flow,21/09/2015,4,lf,Leuctra.hippopus,5
RUN,low-flow,21/09/2015,4,lf,Nemoura.sp,2
RUN,low-flow,21/09/2015,4,lf,Oligochaeta.indet,2
RUN,low-flow,21/09/2015,4,lf,Orthocladiinae.indet,9
RUN,low-flow,21/09/2015,4,lf,Tanypodinae.indet,1
RIF,low-flow,21/09/2015,5,lf.fs,Ancylus.fluviatilis,1
RIF,low-flow,21/09/2015,5,lf.fs,Asellus.aquaticus,5
RIF,low-flow,21/09/2015,5,lf.fs,Baetis.rhodani,18
RIF,low-flow,21/09/2015,5,lf.fs,Dicranota.sp,1
RIF,low-flow,21/09/2015,5,lf.fs,Elmis.aenea,2
RIF,low-flow,21/09/2015,5,lf.fs,Gammarus.pulex,57
RIF,low-flow,21/09/2015,5,lf.fs,Hydraena.gracilis,1
RIF,low-flow,21/09/2015,5,lf.fs,Leuctra.fusca.digitata,56
RIF,low-flow,21/09/2015,5,lf.fs,Leuctra.hippopus,75
RIF,low-flow,21/09/2015,5,lf.fs,Nemoura.sp,13
RIF,low-flow,21/09/2015,5,lf.fs,Oligochaeta.indet,3
RIF,low-flow,21/09/2015,5,lf.fs,Orthocladiinae.indet,5
RIF,low-flow,21/09/2015,5,lf.fs,Tanypodinae.indet,1
